United States life table functions and actuarial functions at 2.3 percent interest
based on the Alternative 2 mortality probabilities used in the 2025 Trustees Report.
Males

Birth,,,,,,,o,,,,,..,    ..    (12)
Year,x,q(x),l(x),d(x),L(x),T(x),e(x),D(x),M(x),A(x),N(x),a(x),12a(x)
1951,43,0.003967,89986,357,89808,3251859,36.14,33847,15437,0.4561,818845,24.1923,284.81
1951,44,0.004176,89629,374,89442,3162051,35.28,32955,15306,0.4645,784998,23.8202,280.34
1951,45,0.004190,89255,374,89068,3072609,34.43,32080,15172,0.4729,752043,23.4430,275.82
1951,46,0.004188,88881,372,88695,2983541,33.57,31227,15040,0.4816,719963,23.0558,271.17
1951,47,0.004450,88509,394,88312,2894846,32.71,30397,14912,0.4906,688736,22.6580,266.40
1951,48,0.004814,88115,424,87903,2806534,31.85,29581,14780,0.4996,658339,22.2551,261.56
1951,49,0.005224,87691,458,87462,2718631,31.00,28777,14641,0.5088,628758,21.8492,256.69
1951,50,0.005611,87233,489,86988,2631169,30.16,27983,14494,0.5180,599981,21.4407,251.79
1951,51,0.006091,86743,528,86479,2544181,29.33,27201,14340,0.5272,571997,21.0288,246.85
1951,52,0.006535,86215,563,85933,2457702,28.51,26427,14178,0.5365,544797,20.6151,241.88
1951,53,0.006995,85651,599,85352,2371769,27.69,25664,14010,0.5459,518370,20.1982,236.88
1951,54,0.007560,85052,643,84731,2286417,26.88,24912,13834,0.5553,492705,19.7781,231.84
1951,55,0.007963,84409,672,84073,2201686,26.08,24167,13650,0.5648,467794,19.3564,226.78
1951,56,0.008487,83737,711,83382,2117613,25.29,23436,13462,0.5744,443626,18.9293,221.65
1951,57,0.009074,83027,753,82650,2034231,24.50,22715,13268,0.5841,420190,18.4986,216.48
1951,58,0.009704,82273,798,81874,1951581,23.72,22002,13066,0.5938,397476,18.0650,211.28
1951,59,0.010333,81475,842,81054,1869707,22.95,21299,12857,0.6037,375473,17.6286,206.04
1951,60,0.011022,80633,889,80189,1788653,22.18,20605,12642,0.6135,354174,17.1887,200.76
1951,61,0.011878,79744,947,79271,1708464,21.42,19920,12420,0.6235,333569,16.7456,195.45
1951,62,0.012845,78797,1012,78291,1629194,20.68,19241,12189,0.6335,313649,16.3014,190.12
1951,63,0.013838,77785,1076,77247,1550903,19.94,18567,11947,0.6435,294409,15.8570,184.78
1951,64,0.015049,76708,1154,76131,1473656,19.21,17898,11696,0.6535,275842,15.4120,179.44
1951,65,0.016027,75554,1211,74949,1397525,18.50,17232,11433,0.6635,257944,14.9687,174.12
1951,66,0.017174,74343,1277,73705,1322576,17.79,16575,11163,0.6735,240712,14.5227,168.77
1951,67,0.018376,73066,1343,72395,1248871,17.09,15924,10885,0.6835,224137,14.0755,163.41
1951,68,0.019426,71724,1393,71027,1176476,16.40,15280,10599,0.6936,208213,13.6266,158.02
1951,69,0.024340,70330,1712,69475,1105449,15.72,14646,10308,0.7038,192933,13.1729,152.58
1951,70,0.027238,68619,1869,67684,1035974,15.10,13968,9960,0.7130,178287,12.7636,147.66
1951,71,0.026705,66750,1783,65858,968290,14.51,13282,9588,0.7219,164319,12.3711,142.95
1951,72,0.026481,64967,1720,64107,902432,13.89,12637,9241,0.7313,151036,11.9518,137.92
1951,73,0.028351,63247,1793,62350,838325,13.25,12026,8914,0.7413,138399,11.5085,132.60
1951,74,0.030256,61454,1859,60524,775975,12.63,11422,8581,0.7513,126373,11.0638,127.27
1951,75,0.032900,59594,1961,58614,715451,12.01,10828,8243,0.7613,114951,10.6165,121.90
1951,76,0.035772,57634,2062,56603,656838,11.40,10236,7895,0.7713,104123,10.1723,116.57
1951,77,0.038945,55572,2164,54490,600235,10.80,9648,7537,0.7812,93887,9.7314,111.28
1951,78,0.042474,53408,2268,52273,545745,10.22,9064,7170,0.7910,84240,9.2942,106.03
1951,79,0.046417,51139,2374,49952,493472,9.65,8484,6793,0.8008,75176,8.8614,100.84
1951,80,0.050819,48765,2478,47526,443519,9.09,7908,6408,0.8104,66692,8.4336,95.70
1951,81,0.055763,46287,2581,44997,395993,8.56,7337,6016,0.8199,58784,8.0118,90.64
1951,82,0.061378,43706,2683,42365,350996,8.03,6772,5616,0.8292,51447,7.5966,85.66
1951,83,0.067872,41024,2784,39631,308632,7.52,6214,5209,0.8384,44675,7.1896,80.78
1951,84,0.075524,38239,2888,36795,269000,7.03,5662,4797,0.8473,38461,6.7931,76.02
1951,85,0.084496,35351,2987,33858,232205,6.57,5117,4379,0.8559,32799,6.4105,71.43
1951,86,0.094229,32364,3050,30839,198347,6.13,4579,3956,0.8641,27683,6.0457,67.05
1951,87,0.104727,29314,3070,27779,167508,5.71,4054,3535,0.8719,23104,5.6988,62.89
1951,88,0.116065,26244,3046,24721,139729,5.32,3548,3120,0.8793,19050,5.3691,58.93
1951,89,0.128294,23198,2976,21710,115007,4.96,3066,2717,0.8863,15502,5.0565,55.18
1951,90,0.141473,20222,2861,18792,93297,4.61,2612,2333,0.8930,12436,4.7606,51.63
1951,91,0.155707,17361,2703,16010,74505,4.29,2192,1971,0.8993,9824,4.4810,48.27
1951,92,0.171161,14658,2509,13404,58495,3.99,1809,1638,0.9052,7631,4.2178,45.11
1951,93,0.187974,12149,2284,11007,45092,3.71,1466,1335,0.9107,5822,3.9716,42.16
1951,94,0.206166,9865,2034,8848,34084,3.45,1164,1066,0.9158,4356,3.7437,39.42
1951,95,0.225570,7832,1767,6948,25236,3.22,903,831,0.9205,3193,3.5357,36.93
1951,96,0.245548,6065,1489,5320,18288,3.02,684,632,0.9247,2290,3.3496,34.70
1951,97,0.265056,4576,1213,3969,12967,2.83,504,468,0.9284,1606,3.1860,32.73
1951,98,0.283041,3363,952,2887,8998,2.68,362,337,0.9316,1102,3.0427,31.01
1951,99,0.299424,2411,722,2050,6111,2.53,254,237,0.9345,740,2.9147,29.48
1951,100,0.315920,1689,534,1422,4061,2.40,174,163,0.9371,486,2.7959,28.05
1951,101,0.332439,1155,384,963,2639,2.28,116,109,0.9396,312,2.6856,26.73
1951,102,0.348889,771,269,637,1675,2.17,76,71,0.9419,196,2.5831,25.50
1951,103,0.365169,502,183,411,1039,2.07,48,46,0.9441,120,2.4873,24.35
1951,104,0.381177,319,122,258,628,1.97,30,28,0.9461,72,2.3967,23.26
1951,105,0.397898,197,79,158,370,1.87,18,17,0.9481,42,2.3089,22.21
1951,106,0.415363,119,49,94,212,1.78,11,10,0.9500,24,2.2239,21.19
1951,107,0.433605,69,30,54,118,1.70,6,6,0.9518,13,2.1417,20.20
1951,108,0.452661,39,18,30,63,1.61,3,3,0.9536,7,2.0620,19.24
1951,109,0.472567,22,10,16,33,1.53,2,2,0.9554,4,1.9850,18.32
1951,110,0.493361,11,6,9,16,1.45,1,1,0.9570,2,1.9105,17.43
1951,111,0.515083,6,3,4,8,1.37,0,0,0.9587,1,1.8384,16.56
1951,112,0.537776,3,2,2,4,1.30,0,0,0.9602,0,1.7688,15.73
1951,113,0.561484,1,1,1,2,1.23,0,0,0.9617,0,1.7015,14.92
1951,114,0.586252,1,0,0,1,1.16,0,0,0.9632,0,1.6365,14.14
1951,115,0.612129,0,0,0,0,1.09,0,0,0.9646,0,1.5737,13.38
1951,116,0.639165,0,0,0,0,1.03,0,0,0.9660,0,1.5130,12.66
1951,117,0.667413,0,0,0,0,0.97,0,0,0.9673,0,1.4545,11.95
1951,118,0.696927,0,0,0,0,0.91,0,0,0.9686,0,1.3980,11.28
1951,119,0.727766,0,0,0,0,0.85,0,0,0.9698,0,1.3436,10.62
1952,0,0.031955,100000,3196,97197,7309302,73.09,100000,22330,0.2233,3454624,34.5462,409.05
1952,1,0.002226,96804,216,96697,7212105,74.50,94628,19206,0.2030,3354624,35.4506,419.91
1952,2,0.001241,96589,120,96529,7115408,73.67,92295,19000,0.2059,3259996,35.3216,418.36
1952,3,0.000929,96469,90,96424,7018879,72.76,90108,18888,0.2096,3167701,35.1547,416.36
1952,4,0.000730,96379,70,96344,6922455,71.83,88000,18807,0.2137,3077594,34.9727,414.17
1952,5,0.000660,96309,64,96277,6826111,70.88,85959,18744,0.2181,2989594,34.7795,411.85
1952,6,0.000593,96245,57,96217,6729833,69.92,83970,18688,0.2226,2903635,34.5792,409.45
1952,7,0.000567,96188,55,96161,6633616,68.96,82034,18640,0.2272,2819665,34.3720,406.96
1952,8,0.000504,96134,48,96110,6537455,68.00,80144,18594,0.2320,2737631,34.1589,404.41
1952,9,0.000433,96085,42,96065,6441346,67.04,78303,18555,0.2370,2657487,33.9386,401.76
1952,10,0.000415,96044,40,96024,6345281,66.07,76509,18522,0.2421,2579184,33.7108,399.03
1952,11,0.000391,96004,38,95985,6249257,65.09,74758,18491,0.2473,2502675,33.4771,396.22
1952,12,0.000462,95966,44,95944,6153272,64.12,73049,18462,0.2527,2427917,33.2370,393.34
1952,13,0.000588,95922,56,95894,6057328,63.15,71373,18429,0.2582,2354869,32.9937,390.42
1952,14,0.000816,95866,78,95827,5961434,62.19,69728,18388,0.2637,2283495,32.7488,387.49
1952,15,0.001067,95787,102,95736,5865607,61.24,68104,18332,0.2692,2213768,32.5056,384.57
1952,16,0.001293,95685,124,95623,5769871,60.30,66502,18261,0.2746,2145664,32.2646,381.68
1952,17,0.001692,95562,162,95481,5674247,59.38,64923,18177,0.2800,2079162,32.0251,378.80
1952,18,0.001907,95400,182,95309,5578767,58.48,63356,18070,0.2852,2014239,31.7925,376.01
1952,19,0.002074,95218,198,95119,5483458,57.59,61813,17952,0.2904,1950883,31.5609,373.23
1952,20,0.002183,95020,207,94917,5388339,56.71,60298,17826,0.2956,1889070,31.3288,370.45
1952,21,0.002247,94813,213,94706,5293422,55.83,58814,17698,0.3009,1828772,31.0942,367.63
1952,22,0.002138,94600,202,94499,5198715,54.95,57362,17569,0.3063,1769958,30.8558,364.77
1952,23,0.002102,94398,198,94298,5104217,54.07,55953,17449,0.3118,1712595,30.6079,361.79
1952,24,0.001934,94199,182,94108,5009918,53.18,54580,17334,0.3176,1656643,30.3527,358.73
1952,25,0.001911,94017,180,93927,4915810,52.29,53249,17230,0.3236,1602063,30.0860,355.53
1952,26,0.001858,93837,174,93750,4821883,51.39,51953,17131,0.3297,1548813,29.8119,352.24
1952,27,0.001936,93663,181,93572,4728133,50.48,50690,17037,0.3361,1496861,29.5295,348.85
1952,28,0.001924,93482,180,93392,4634561,49.58,49455,16941,0.3425,1446170,29.2423,345.41
1952,29,0.001901,93302,177,93213,4541169,48.67,48250,16848,0.3492,1396715,28.9475,341.87
1952,30,0.001810,93124,169,93040,4447956,47.76,47075,16758,0.3560,1348465,28.6448,338.24
1952,31,0.001784,92956,166,92873,4354916,46.85,45934,16675,0.3630,1301390,28.3319,334.48
1952,32,0.001863,92790,173,92704,4262043,45.93,44821,16595,0.3702,1255456,28.0105,330.63
1952,33,0.001994,92617,185,92525,4169339,45.02,43732,16513,0.3776,1210635,27.6833,326.70
1952,34,0.002269,92432,210,92328,4076814,44.11,42663,16428,0.3851,1166904,27.3515,322.72
1952,35,0.002417,92223,223,92111,3984487,43.21,41609,16333,0.3925,1124240,27.0189,318.73
1952,36,0.002585,92000,238,91881,3892375,42.31,40576,16235,0.4001,1082631,26.6819,314.68
1952,37,0.002805,91762,257,91633,3800494,41.42,39561,16132,0.4078,1042056,26.3406,310.59
1952,38,0.002917,91505,267,91371,3708861,40.53,38563,16024,0.4155,1002495,25.9964,306.46
1952,39,0.003032,91238,277,91099,3617490,39.65,37586,15914,0.4234,963932,25.6461,302.25
1952,40,0.003258,90961,296,90813,3526390,38.77,36629,15802,0.4314,926346,25.2897,297.98
1952,41,0.003558,90665,323,90503,3435578,37.89,35689,15686,0.4395,889717,24.9295,293.65
1952,42,0.003803,90342,344,90170,3345074,37.03,34763,15562,0.4477,854027,24.5673,289.31
1952,43,0.004004,89999,360,89818,3254904,36.17,33852,15432,0.4559,819265,24.2014,284.92
1952,44,0.003916,89638,351,89463,3165085,35.31,32958,15300,0.4642,785413,23.8305,280.47
1952,45,0.003877,89287,346,89114,3075623,34.45,32091,15174,0.4728,752454,23.4474,275.87
1952,46,0.004144,88941,369,88757,2986508,33.58,31248,15052,0.4817,720363,23.0530,271.14
1952,47,0.004499,88573,399,88373,2897752,32.72,30419,14926,0.4907,689115,22.6541,266.35
1952,48,0.004906,88174,433,87958,2809378,31.86,29601,14792,0.4997,658696,22.2523,261.53
1952,49,0.005290,87741,464,87509,2721421,31.02,28794,14650,0.5088,629095,21.8483,256.68
1952,50,0.005714,87277,499,87028,2633911,30.18,27998,14501,0.5179,600301,21.4412,251.79
1952,51,0.006157,86779,534,86511,2546883,29.35,27212,14345,0.5271,572304,21.0315,246.88
1952,52,0.006589,86244,568,85960,2460372,28.53,26436,14181,0.5364,545092,20.6192,241.93
1952,53,0.007146,85676,612,85370,2374412,27.71,25671,14011,0.5458,518656,20.2036,236.94
1952,54,0.007518,85064,640,84744,2289042,26.91,24915,13831,0.5551,492984,19.7867,231.94
1952,55,0.007998,84424,675,84087,2204298,26.11,24172,13648,0.5646,468069,19.3643,226.87
1952,56,0.008579,83749,718,83390,2120211,25.32,23439,13459,0.5742,443898,18.9382,221.76
1952,57,0.009142,83031,759,82651,2036821,24.53,22716,13263,0.5839,420458,18.5095,216.61
1952,58,0.009712,82272,799,81872,1954170,23.75,22002,13060,0.5936,397743,18.0775,211.43
1952,59,0.010351,81473,843,81051,1872298,22.98,21298,12851,0.6034,375741,17.6416,206.20
1952,60,0.011149,80629,899,80180,1791247,22.22,20604,12635,0.6132,354442,17.2025,200.93
1952,61,0.012042,79730,960,79250,1711067,21.46,19916,12411,0.6231,333838,16.7620,195.64
1952,62,0.013015,78770,1025,78258,1631817,20.72,19234,12176,0.6331,313922,16.3211,190.35
1952,63,0.014092,77745,1096,77197,1553560,19.98,18557,11932,0.6430,294687,15.8801,185.06
1952,64,0.014985,76649,1149,76075,1476363,19.26,17884,11676,0.6529,276131,15.4400,179.78
1952,65,0.016107,75501,1216,74893,1400287,18.55,17220,11414,0.6628,258246,14.9968,174.46
1952,66,0.017274,74285,1283,73643,1325395,17.84,16562,11143,0.6728,241026,14.5532,169.14
1952,67,0.018284,73001,1335,72334,1251752,17.15,15910,10863,0.6828,224465,14.1086,163.80
1952,68,0.022772,71667,1632,70851,1179418,16.46,15268,10579,0.6929,208555,13.6598,158.42
1952,69,0.025437,70035,1781,69144,1108567,15.83,14585,10239,0.7020,193287,13.2528,153.53
1952,70,0.024828,68253,1695,67406,1039423,15.23,13894,9876,0.7108,178702,12.8618,148.84
1952,71,0.024592,66559,1637,65740,972017,14.60,13244,9539,0.7202,164808,12.4436,143.82
1952,72,0.025808,64922,1675,64084,906277,13.96,12628,9221,0.7302,151564,12.0019,138.52
1952,73,0.027541,63246,1742,62375,842193,13.32,12026,8902,0.7403,138936,11.5531,133.14
1952,74,0.029983,61504,1844,60582,779817,12.68,11432,8578,0.7504,126910,11.1016,127.72
1952,75,0.032605,59660,1945,58688,719235,12.06,10840,8243,0.7605,115478,10.6534,122.34
1952,76,0.035453,57715,2046,56692,660547,11.44,10250,7898,0.7705,104639,10.2082,117.00
1952,77,0.038601,55669,2149,54595,603855,10.85,9665,7543,0.7804,94388,9.7663,111.70
1952,78,0.042100,53520,2253,52393,549261,10.26,9083,7178,0.7903,84723,9.3279,106.44
1952,79,0.046010,51267,2359,50087,496867,9.69,8505,6804,0.8000,75641,8.8939,101.23
1952,80,0.050375,48908,2464,47676,446780,9.14,7931,6422,0.8097,67136,8.4650,96.08
1952,81,0.055278,46444,2567,45161,399104,8.59,7362,6031,0.8192,59205,8.0418,91.00
1952,82,0.060851,43877,2670,42542,353943,8.07,6799,5633,0.8286,51843,7.6252,86.00
1952,83,0.067309,41207,2774,39820,311401,7.56,6242,5229,0.8377,45044,7.2168,81.10
1952,84,0.074943,38433,2880,36993,271581,7.07,5691,4818,0.8467,38802,6.8187,76.32
1952,85,0.083915,35553,2983,34061,234587,6.60,5146,4401,0.8553,33112,6.4348,71.72
1952,86,0.093623,32570,3049,31045,200526,6.16,4608,3979,0.8636,27966,6.0691,67.33
1952,87,0.104069,29520,3072,27984,169481,5.74,4083,3557,0.8714,23358,5.7213,63.16
1952,88,0.115341,26448,3051,24923,141497,5.35,3576,3142,0.8788,19275,5.3909,59.19
1952,89,0.127494,23398,2983,21906,116574,4.98,3092,2739,0.8858,15700,5.0775,55.43
1952,90,0.140592,20415,2870,18980,94668,4.64,2637,2354,0.8925,12608,4.7809,51.87
1952,91,0.154739,17544,2715,16187,75688,4.31,2215,1991,0.8988,9971,4.5006,48.51
1952,92,0.170100,14830,2523,13568,59501,4.01,1831,1656,0.9047,7755,4.2366,45.34
1952,93,0.186814,12307,2299,11158,45933,3.73,1485,1352,0.9103,5925,3.9897,42.38
1952,94,0.204897,10008,2051,8983,34775,3.47,1180,1081,0.9154,4440,3.7611,39.63
1952,95,0.224187,7957,1784,7065,25792,3.24,917,844,0.9201,3259,3.5525,37.13
1952,96,0.244049,6173,1507,5420,18727,3.03,696,643,0.9243,2342,3.3658,34.89
1952,97,0.263446,4667,1229,4052,13307,2.85,514,477,0.9280,1646,3.2016,32.92
1952,98,0.281333,3437,967,2954,9255,2.69,370,345,0.9313,1132,3.0578,31.19
1952,99,0.297629,2470,735,2103,6301,2.55,260,243,0.9341,762,2.9292,29.65
1952,100,0.314037,1735,545,1463,4198,2.42,179,167,0.9368,502,2.8099,28.22
1952,101,0.330469,1190,393,994,2736,2.30,120,112,0.9393,323,2.6991,26.89
1952,102,0.346831,797,276,659,1742,2.19,78,74,0.9416,203,2.5961,25.65
1952,103,0.363026,520,189,426,1083,2.08,50,47,0.9438,125,2.4999,24.50
1952,104,0.378950,332,126,269,657,1.98,31,29,0.9458,75,2.4088,23.41
1952,105,0.395583,206,81,165,389,1.89,19,18,0.9478,44,2.3206,22.35
1952,106,0.412957,124,51,99,223,1.80,11,11,0.9497,25,2.2352,21.32
1952,107,0.431106,73,31,57,125,1.71,6,6,0.9516,14,2.1525,20.33
1952,108,0.450064,42,19,32,67,1.62,4,3,0.9534,7,2.0725,19.37
1952,109,0.469867,23,11,17,35,1.54,2,2,0.9551,4,1.9951,18.44
1952,110,0.490555,12,6,9,18,1.46,1,1,0.9568,2,1.9202,17.54
1952,111,0.512168,6,3,5,9,1.38,0,0,0.9585,1,1.8477,16.67
1952,112,0.534747,3,2,2,4,1.31,0,0,0.9600,0,1.7777,15.83
1952,113,0.558335,1,1,1,2,1.24,0,0,0.9616,0,1.7101,15.02
1952,114,0.582980,1,0,0,1,1.17,0,0,0.9630,0,1.6447,14.24
1952,115,0.608729,0,0,0,0,1.10,0,0,0.9644,0,1.5816,13.48
1952,116,0.635631,0,0,0,0,1.04,0,0,0.9658,0,1.5207,12.75
1952,117,0.663740,0,0,0,0,0.98,0,0,0.9671,0,1.4618,12.04
1952,118,0.693110,0,0,0,0,0.92,0,0,0.9684,0,1.4051,11.36
1952,119,0.723799,0,0,0,0,0.86,0,0,0.9696,0,1.3503,10.70
1953,0,0.031247,100000,3125,97245,7322730,73.23,100000,22226,0.2223,3459253,34.5925,409.61
1953,1,0.002032,96875,197,96777,7225485,74.59,94697,19172,0.2025,3359253,35.4736,420.18
1953,2,0.001190,96678,115,96621,7128708,73.74,92380,18983,0.2055,3264556,35.3383,418.56
1953,3,0.000886,96563,86,96521,7032087,72.82,90196,18876,0.2093,3172176,35.1699,416.54
1953,4,0.000723,96478,70,96443,6935567,71.89,88090,18798,0.2134,3081980,34.9868,414.34
1953,5,0.000642,96408,62,96377,6839124,70.94,86047,18736,0.2177,2993890,34.7937,412.02
1953,6,0.000610,96346,59,96317,6742747,69.98,84058,18682,0.2222,2907843,34.5931,409.62
1953,7,0.000551,96287,53,96261,6646430,69.03,82118,18632,0.2269,2823785,34.3868,407.14
1953,8,0.000473,96234,46,96212,6550169,68.06,80228,18587,0.2317,2741666,34.1735,404.58
1953,9,0.000440,96189,42,96168,6453957,67.10,78387,18550,0.2366,2661438,33.9525,401.93
1953,10,0.000392,96147,38,96128,6357789,66.13,76591,18516,0.2418,2583051,33.7253,399.20
1953,11,0.000396,96109,38,96090,6261662,65.15,74840,18487,0.2470,2506460,33.4911,396.39
1953,12,0.000443,96071,43,96050,6165572,64.18,73128,18458,0.2524,2431621,33.2516,393.52
1953,13,0.000597,96028,57,96000,6069522,63.21,71452,18426,0.2579,2358493,33.0080,390.60
1953,14,0.000818,95971,78,95932,5973523,62.24,69804,18385,0.2634,2287041,32.7637,387.66
1953,15,0.000973,95892,93,95846,5877591,61.29,68179,18329,0.2688,2217237,32.5209,384.75
1953,16,0.001347,95799,129,95735,5781745,60.35,66581,18264,0.2743,2149058,32.2773,381.83
1953,17,0.001613,95670,154,95593,5686011,59.43,64997,18176,0.2797,2082476,32.0398,378.98
1953,18,0.001902,95516,182,95425,5590418,58.53,63433,18074,0.2849,2017480,31.8050,376.16
1953,19,0.002072,95334,198,95235,5494993,57.64,61889,17956,0.2901,1954047,31.5736,373.38
1953,20,0.002200,95136,209,95032,5399758,56.76,60372,17831,0.2953,1892159,31.3417,370.60
1953,21,0.002128,94927,202,94826,5304726,55.88,58885,17701,0.3006,1831787,31.1080,367.80
1953,22,0.002098,94725,199,94626,5209899,55.00,57438,17578,0.3060,1772902,30.8662,364.89
1953,23,0.001965,94527,186,94434,5115274,54.11,56029,17461,0.3116,1715464,30.6173,361.91
1953,24,0.001940,94341,183,94249,5020840,53.22,54662,17353,0.3175,1659435,30.3582,358.80
1953,25,0.001887,94158,178,94069,4926591,52.32,53329,17249,0.3234,1604773,30.0918,355.60
1953,26,0.001942,93980,183,93889,4832522,51.42,52032,17151,0.3296,1551443,29.8172,352.31
1953,27,0.001951,93798,183,93706,4738633,50.52,50763,17052,0.3359,1499412,29.5373,348.95
1953,28,0.001911,93615,179,93525,4644927,49.62,49525,16955,0.3424,1448648,29.2508,345.51
1953,29,0.001781,93436,166,93352,4551402,48.71,48319,16863,0.3490,1399123,28.9559,341.97
1953,30,0.001723,93269,161,93189,4458049,47.80,47149,16779,0.3559,1350804,28.6499,338.30
1953,31,0.001808,93108,168,93024,4364860,46.88,46009,16699,0.3630,1303655,28.3347,334.52
1953,32,0.001934,92940,180,92850,4271836,45.96,44893,16618,0.3702,1257646,28.0140,330.67
1953,33,0.002204,92760,204,92658,4178986,45.05,43799,16533,0.3775,1212753,27.6889,326.77
1953,34,0.002316,92556,214,92449,4086327,44.15,42720,16439,0.3848,1168953,27.3630,322.86
1953,35,0.002463,92342,227,92228,3993879,43.25,41663,16342,0.3922,1126233,27.0320,318.88
1953,36,0.002685,92114,247,91991,3901651,42.36,40626,16242,0.3998,1084570,26.6965,314.86
1953,37,0.002812,91867,258,91738,3809660,41.47,39606,16135,0.4074,1043944,26.3583,310.80
1953,38,0.002949,91609,270,91473,3717922,40.58,38607,16026,0.4151,1004338,26.0147,306.68
1953,39,0.003100,91338,283,91197,3626449,39.70,37627,15915,0.4230,965732,25.6657,302.49
1953,40,0.003348,91055,305,90903,3535252,38.83,36667,15801,0.4309,928104,25.3115,298.24
1953,41,0.003615,90750,328,90586,3444349,37.95,35723,15681,0.4390,891437,24.9542,293.95
1953,42,0.003825,90422,346,90249,3353763,37.09,34794,15555,0.4471,855714,24.5940,289.63
1953,43,0.003678,90076,331,89911,3263514,36.23,33881,15425,0.4553,820920,24.2294,285.25
1953,44,0.003599,89745,323,89584,3173603,35.36,32998,15303,0.4638,787039,23.8514,280.72
1953,45,0.003851,89422,344,89250,3084019,34.49,32140,15187,0.4725,754042,23.4614,276.04
1953,46,0.004181,89078,372,88892,2994769,33.62,31296,15066,0.4814,721902,23.0668,271.30
1953,47,0.004551,88705,404,88504,2905878,32.76,30465,14938,0.4903,690606,22.6691,266.53
1953,48,0.004945,88302,437,88083,2817374,31.91,29644,14802,0.4993,660141,22.2689,261.73
1953,49,0.005317,87865,467,87631,2729291,31.06,28834,14659,0.5084,630497,21.8662,256.89
1953,50,0.005769,87398,504,87146,2641659,30.23,28036,14509,0.5175,601663,21.4602,252.02
1953,51,0.006124,86894,532,86628,2554514,29.40,27248,14351,0.5267,573627,21.0522,247.13
1953,52,0.006695,86362,578,86072,2467886,28.58,26472,14188,0.5360,546379,20.6398,242.18
1953,53,0.007062,85783,606,85481,2381814,27.77,25704,14015,0.5452,519907,20.2270,237.22
1953,54,0.007454,85178,635,84860,2296333,26.96,24948,13837,0.5546,494203,19.8091,232.21
1953,55,0.008069,84543,682,84202,2211473,26.16,24206,13655,0.5641,469255,19.3862,227.13
1953,56,0.008536,83860,716,83503,2127271,25.37,23470,13464,0.5737,445049,18.9621,222.05
1953,57,0.009054,83145,753,82768,2043769,24.58,22747,13269,0.5833,421579,18.5334,216.90
1953,58,0.009669,82392,797,81993,1961001,23.80,22034,13067,0.5930,398832,18.1006,211.71
1953,59,0.010428,81595,851,81170,1879007,23.03,21331,12859,0.6028,376798,17.6647,206.48
1953,60,0.011255,80744,909,80290,1797837,22.27,20634,12642,0.6127,355467,17.2276,201.23
1953,61,0.012195,79836,974,79349,1717547,21.51,19943,12415,0.6225,334833,16.7898,195.98
1953,62,0.013103,78862,1033,78345,1638199,20.77,19257,12177,0.6324,314891,16.3524,190.73
1953,63,0.013983,77829,1088,77284,1559853,20.04,18577,11930,0.6422,295634,15.9141,185.47
1953,64,0.015046,76740,1155,76163,1482569,19.32,17905,11676,0.6521,277057,15.4734,180.18
1953,65,0.016190,75586,1224,74974,1406406,18.61,17239,11413,0.6620,259152,15.0325,174.89
1953,66,0.017179,74362,1278,73723,1331432,17.90,16579,11140,0.6719,241913,14.5915,169.60
1953,67,0.021363,73084,1561,72304,1257709,17.21,15928,10862,0.6819,225334,14.1471,164.27
1953,68,0.023858,71523,1706,70670,1185405,16.57,15237,10529,0.6910,209406,13.7431,159.42
1953,69,0.023088,69817,1612,69011,1114735,15.97,14539,10174,0.6997,194169,13.3548,154.76
1953,70,0.022881,68205,1561,67424,1045725,15.33,13884,9846,0.7091,179629,12.9377,149.75
1953,71,0.023600,66644,1573,65858,978300,14.68,13261,9535,0.7190,165745,12.4982,144.48
1953,72,0.025066,65071,1631,64256,912442,14.02,12657,9229,0.7291,152484,12.0470,139.06
1953,73,0.027289,63440,1731,62575,848187,13.37,12063,8919,0.7394,139826,11.5916,133.60
1953,74,0.029712,61709,1834,60792,785612,12.73,11470,8597,0.7496,127764,11.1392,128.17
1953,75,0.032314,59876,1935,58908,724820,12.11,10879,8264,0.7597,116294,10.6901,122.78
1953,76,0.035138,57941,2036,56923,665911,11.49,10290,7920,0.7697,105415,10.2439,117.43
1953,77,0.038260,55905,2139,54835,608989,10.89,9706,7567,0.7796,95125,9.8009,112.11
1953,78,0.041731,53766,2244,52644,554153,10.31,9124,7204,0.7895,85419,9.3615,106.84
1953,79,0.045608,51522,2350,50347,501509,9.73,8547,6832,0.7993,76295,8.9264,101.62
1953,80,0.049937,49172,2456,47945,451162,9.18,7974,6451,0.8090,67747,8.4962,96.45
1953,81,0.054800,46717,2560,45437,403217,8.63,7405,6061,0.8185,59774,8.0716,91.36
1953,82,0.060331,44157,2664,42825,357780,8.10,6842,5665,0.8279,52368,7.6537,86.34
1953,83,0.066754,41493,2770,40108,314956,7.59,6285,5261,0.8371,45526,7.2438,81.43
1953,84,0.074369,38723,2880,37283,274848,7.10,5733,4851,0.8461,39241,6.8443,76.63
1953,85,0.083340,35843,2987,34350,237565,6.63,5188,4434,0.8548,33508,6.4590,72.01
1953,86,0.093023,32856,3056,31328,203215,6.19,4648,4012,0.8630,28320,6.0923,67.61
1953,87,0.103419,29800,3082,28259,171887,5.77,4121,3589,0.8709,23672,5.7438,63.43
1953,88,0.114624,26718,3063,25187,143629,5.38,3612,3172,0.8783,19550,5.4126,59.45
